screen_id,name,module,recipe,mapping_status,source_paths
"FOS-GOAT-010","Goat Documents","goat","P11","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-011","Weight Capture","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-012","BLE Scale Pairing","goat","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-013","Growth History","goat","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-014","Growth Chart","goat","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-015","ADG Detail","goat","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-016","Body Condition Score","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-017","Milk Capture","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-018","Lactation Dashboard","goat","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-019","Lactation History","goat","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-020","SCC Capture","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-021","SCC History","goat","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-022","FAMACHA Capture","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-023","FAMACHA Reference","goat","P11","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-024","FAMACHA History","goat","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-025","Goat Health Summary","goat","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-026","Goat Treatment History","goat","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-027","Goat Withdrawal Status","goat","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-028","Goat Vet Visit","goat","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-029","Goat Lab Result","goat","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-030","Doe Reproduction Dashboard","goat","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-031","Heat Record","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-032","Mating or Service","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-033","Sire Selector","goat","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-034","Pregnancy Check","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-035","Pregnancy Dashboard","goat","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-036","Kidding Due","goat","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-037","Record Kidding","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-038","Kidding Event Detail","goat","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-039","Register Kid","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-040","Kid Cohort","goat","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-041","Kid Profile","goat","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-042","Weaning","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-043","Lactation Plan","goat","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatCaptureScreens.kt"
"FOS-GOAT-044","Pedigree Tree","goat","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-045","Parentage Editor","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-046","Breeding Candidate Compare","goat","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-047","Goat Groups","goat","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-048","Group Membership","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-049","Goat Movement","goat","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-050","Official Identifier","goat","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-051","Status Change","goat","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatVerticalSliceScreen.kt | feature/goat/src/main/kotlin/com/farmos/feature/goat/GoatExperienceScreen.kt"
"FOS-GOAT-052","Sale Exit","goat","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-053","Mortality Record","goat","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-054","Cull Record","goat","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GOAT-055","Goat Report","goat","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-001","Rabbitry Dashboard","rabbit","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-002","Breeding Animals","rabbit","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-003","Doe Profile","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-004","Buck Profile","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-005","Rabbit Registration","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-006","Cage Dashboard","rabbit","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-007","Cage Detail","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-008","Cage Occupancy","rabbit","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-009","Breeding Wave","rabbit","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-010","Mating","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-011","Palpation","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-012","Pregnancy Status","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-013","Nest-Box Schedule","rabbit","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-014","Nest Placement","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-015","Nest Removal","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-016","Kindling Due","rabbit","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-017","Record Kindling","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-018","Litter Profile","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-019","Kit Census","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-020","Foster Kits","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-021","Kit Mortality","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-022","Weaning","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-023","Individualise Kits","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-024","Retention Selection","rabbit","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-025","Replacement Candidate Compare","rabbit","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-026","Market Plan","rabbit","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-027","Customer Waitlist","rabbit","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-028","Reservation","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-029","Contract","rabbit","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-030","Sale Allocation","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-031","Rabbit Pedigree","rabbit","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-032","Rabbit Weight","rabbit","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-033","Rabbit Health","rabbit","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-034","GI Stasis Red-Flag","rabbit","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/rabbit/src/main/kotlin/com/farmos/feature/rabbit/RabbitProgrammeScreen.kt"
"FOS-RABBIT-035","Rabbit Timeline","rabbit","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-RABBIT-036","Rabbit Report","rabbit","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-001","Sheep Dashboard","sheep","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-002","Mob or Flock List","sheep","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-003","Sheep Profile","sheep","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-004","Sheep Registration","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-005","EID Scan","sheep","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-006","Weight Capture","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-007","Growth History","sheep","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-008","BCS","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-009","FAMACHA","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-010","Joining Dashboard","sheep","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-011","Record Joining","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-012","Pregnancy Scan","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-013","Lambing Due","sheep","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-014","Record Lambing","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-015","Lamb Profile","sheep","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-016","Lamb Marking","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-017","Weaning","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-018","Wool Dashboard","sheep","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-019","Shearing","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-020","Fleece Record","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-021","Micron or Fibre Result","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-022","Dag Score","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-023","Footrot","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-024","Flystrike","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-025","Health Summary","sheep","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-026","Pedigree","sheep","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-027","Movement","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-028","Paddock Assignment","sheep","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-029","Official Identifier","sheep","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/SheepOperationsScreen.kt"
"FOS-SHEEP-030","Status Change","sheep","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-SHEEP-031","Timeline","sheep","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SHEEP-032","Sheep Report","sheep","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-001","Cattle Dashboard","cattle","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-002","Herd or Mob or Lot List","cattle","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-003","Cattle Profile","cattle","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-004","Cattle Registration","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-005","EID or Official Identifier","cattle","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-006","Weight Capture","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-007","Growth History","cattle","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-008","BCS","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-009","Heat Detection","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-010","Service","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-011","AI Record","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-012","ET Record","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-013","Pregnancy Diagnosis","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-014","Calving Due","cattle","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-015","Record Calving","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-016","Calf Registration","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-017","Weaning","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-018","Dairy Dashboard","cattle","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-019","Milk Capture","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
